DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Part 1-2,Crime code,Crime Code Desc,Vict Age,Vict Sex,Premis Cd,Premis Desc,Status Desc,LAT,LON
200616654,10/13/2020 12:00:00 AM,10/13/2020 12:00:00 AM,2120,Hollywood,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),27,M,101,STREET,Invest Cont,34.0944,-118.3288
201113171,09-02-2020 00:00,08/24/2020 12:00:00 AM,1630,Northeast,1,310,BURGLARY,0,X,203,OTHER BUSINESS,Invest Cont,34.1361,-118.215
201210975,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,520,77th Street,1,520,VEHICLE - ATTEMPT STOLEN,48,M,101,STREET,Invest Cont,33.9709,-118.3287
200910474,06-03-2020 00:00,06-02-2020 00:00,2000,Van Nuys,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,34.1939,-118.4444
200206684,02/23/2020 12:00:00 AM,02/23/2020 12:00:00 AM,315,Rampart,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,37,M,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Adult Other,34.0565,-118.2724
200817902,12/25/2020 12:00:00 AM,12/19/2020 12:00:00 AM,1200,West LA,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),38,M,123,PARKING UNDERGROUND/BUILDING,Invest Cont,34.0521,-118.4699
201109834,05/27/2020 12:00:00 AM,05/27/2020 12:00:00 AM,1230,Northeast,2,888,TRESPASSING,45,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.0763,-118.2336
200710378,06-12-2020 00:00,06-11-2020 00:00,2232,Wilshire,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),49,M,104,DRIVEWAY,Invest Cont,34.0412,-118.3711
200707946,04-02-2020 00:00,04-02-2020 00:00,1450,Wilshire,1,220,ATTEMPTED ROBBERY,17,M,101,STREET,Juv Arrest,34.0339,-118.3747
200410108,06/23/2020 12:00:00 AM,06/23/2020 12:00:00 AM,750,Hollenbeck,1,510,VEHICLE - STOLEN,0,,108,PARKING LOT,Invest Cont,34.0575,-118.2093
200121645,11/28/2020 12:00:00 AM,11-06-2020 00:00,800,Central,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",24,M,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0426,-118.2513
200306662,02/14/2020 12:00:00 AM,02-04-2020 00:00,2330,Southwest,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,30,F,501,SINGLE FAMILY DWELLING,Adult Other,34.0228,-118.3002
200313179,06/25/2020 12:00:00 AM,06/24/2020 12:00:00 AM,1900,Southwest,1,520,VEHICLE - ATTEMPT STOLEN,44,M,101,STREET,Invest Cont,34.0274,-118.2959
201014056,10/15/2020 12:00:00 AM,09/30/2020 12:00:00 AM,1330,West Valley,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,34.2013,-118.4793
200214424,08/31/2020 12:00:00 AM,08/30/2020 12:00:00 AM,1900,Rampart,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,34.0598,-118.2734
200305373,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,1330,Southwest,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,35,F,102,SIDEWALK,Invest Cont,34.0109,-118.3002
200113649,06/19/2020 12:00:00 AM,06/18/2020 12:00:00 AM,1900,Central,1,310,BURGLARY,48,F,218,BEAUTY/BARBER SHOP,Invest Cont,34.0628,-118.2395
200214882,09-07-2020 00:00,09-06-2020 00:00,2100,Rampart,1,330,BURGLARY FROM VEHICLE,52,M,108,PARKING LOT,Invest Cont,34.0527,-118.2696
200411610,08-09-2020 00:00,08-09-2020 00:00,1730,Hollenbeck,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,24,F,102,SIDEWALK,Adult Arrest,34.048,-118.2181
200110192,04-08-2020 00:00,04-08-2020 00:00,1100,Central,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",79,M,102,SIDEWALK,Invest Cont,34.0509,-118.2585
201008401,04/22/2020 12:00:00 AM,04/19/2020 12:00:00 AM,1600,West Valley,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35,F,122,"VEHICLE, PASSENGER/TRUCK",Invest Cont,34.2164,-118.5334
200405985,02/20/2020 12:00:00 AM,02/15/2020 12:00:00 AM,1500,Hollenbeck,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",47,M,101,STREET,Invest Cont,34.0788,-118.1653
200509288,05-10-2020 00:00,05-09-2020 00:00,2100,Harbor,1,330,BURGLARY FROM VEHICLE,43,M,101,STREET,Invest Cont,33.7719,-118.2775
201204576,01-09-2020 00:00,01-09-2020 00:00,525,77th Street,1,220,ATTEMPTED ROBBERY,18,M,102,SIDEWALK,Invest Cont,33.9892,-118.3002
201214447,06-10-2020 00:00,06-09-2020 00:00,1800,77th Street,1,440,THEFT PLAIN - PETTY ($950 & UNDER),28,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.0037,-118.3089
200512410,07/29/2020 12:00:00 AM,07/29/2020 12:00:00 AM,1345,Harbor,1,440,THEFT PLAIN - PETTY ($950 & UNDER),39,M,505,MOTEL,Invest Cont,33.7096,-118.2885
200305663,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1310,Southwest,2,354,THEFT OF IDENTITY,39,M,501,SINGLE FAMILY DWELLING,Invest Cont,34.0312,-118.3262
200300943,12/17/2020 12:00:00 AM,12/17/2020 12:00:00 AM,550,Southwest,2,624,BATTERY - SIMPLE ASSAULT,50,M,108,PARKING LOT,Invest Cont,33.9974,-118.3579
200113869,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,650,Central,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,M,101,STREET,Adult Other,34.0451,-118.2701
201113583,09/14/2020 12:00:00 AM,09/13/2020 12:00:00 AM,1700,Northeast,1,310,BURGLARY,35,M,501,SINGLE FAMILY DWELLING,Invest Cont,34.0915,-118.255
200313965,07-10-2020 00:00,07-03-2020 00:00,2300,Southwest,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",39,M,101,STREET,Invest Cont,34.0276,-118.3429
200804664,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1810,West LA,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",61,F,102,SIDEWALK,Invest Cont,34.0473,-118.4768
200708413,04/19/2020 12:00:00 AM,04/18/2020 12:00:00 AM,1600,Wilshire,1,330,BURGLARY FROM VEHICLE,38,M,108,PARKING LOT,Invest Cont,34.0495,-118.3215
200413927,10/17/2020 12:00:00 AM,10/16/2020 12:00:00 AM,2100,Hollenbeck,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",50,M,108,PARKING LOT,Invest Cont,34.078,-118.2181
200814785,10-02-2020 00:00,10-02-2020 00:00,1045,West LA,1,210,ROBBERY,0,X,301,GAS STATION,Invest Cont,34.0503,-118.4352
200115887,08-05-2020 00:00,07/29/2020 12:00:00 AM,2100,Central,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,34.0437,-118.2582
201223062,10/21/2020 12:00:00 AM,10/21/2020 12:00:00 AM,2130,77th Street,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0,M,101,STREET,Invest Cont,33.96,-118.3047
200322320,12/27/2020 12:00:00 AM,12/27/2020 12:00:00 AM,2030,Southwest,2,901,VIOLATION OF RESTRAINING ORDER,39,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0273,-118.3594
200415366,11/29/2020 12:00:00 AM,11/29/2020 12:00:00 AM,130,Hollenbeck,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,X,301,GAS STATION,Invest Cont,34.0762,-118.2119
200617078,10/22/2020 12:00:00 AM,10-02-2020 00:00,1235,Hollywood,2,354,THEFT OF IDENTITY,28,M,501,SINGLE FAMILY DWELLING,Invest Cont,34.0937,-118.3175
200907410,03/13/2020 12:00:00 AM,03/13/2020 12:00:00 AM,300,Van Nuys,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),19,M,101,STREET,Invest Cont,34.1576,-118.4422
200712536,08-08-2020 00:00,07/30/2020 12:00:00 AM,2105,Wilshire,2,354,THEFT OF IDENTITY,39,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.0571,-118.34
200908380,04-12-2020 00:00,03/20/2020 12:00:00 AM,224,Van Nuys,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",48,M,210,RESTAURANT/FAST FOOD,Invest Cont,34.1766,-118.4589
201225510,12-01-2020 00:00,12-01-2020 00:00,210,77th Street,1,510,VEHICLE - STOLEN,0,,108,PARKING LOT,Invest Cont,33.9747,-118.2696
200216018,10-10-2020 00:00,10-10-2020 00:00,2345,Rampart,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",23,M,702,OFFICE BUILDING/OFFICE,Adult Other,34.0609,-118.2586
201215291,06/24/2020 12:00:00 AM,06/23/2020 12:00:00 AM,900,77th Street,1,440,THEFT PLAIN - PETTY ($950 & UNDER),49,F,501,SINGLE FAMILY DWELLING,Invest Cont,33.9654,-118.2937
200714563,10-03-2020 00:00,10-03-2020 00:00,1730,Wilshire,1,330,BURGLARY FROM VEHICLE,40,M,101,STREET,Invest Cont,34.0835,-118.3397
200315742,08/14/2020 12:00:00 AM,08-12-2020 00:00,2100,Southwest,1,310,BURGLARY,57,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0103,-118.3002
200511995,07/18/2020 12:00:00 AM,07/18/2020 12:00:00 AM,800,Harbor,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,33.7288,-118.2973
201105172,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1540,Northeast,1,440,THEFT PLAIN - PETTY ($950 & UNDER),40,F,102,SIDEWALK,Invest Cont,34.1076,-118.1968
200104750,01-11-2020 00:00,01-11-2020 00:00,720,Central,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,124,BUS STOP,Invest Cont,34.0481,-118.2507
200712273,07/31/2020 12:00:00 AM,07/31/2020 12:00:00 AM,2020,Wilshire,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,38,F,101,STREET,Adult Other,34.0427,-118.3423
200116884,08/24/2020 12:00:00 AM,08/24/2020 12:00:00 AM,2245,Central,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0,M,726,POLICE FACILITY,Invest Cont,34.0522,-118.2434
200509761,05/21/2020 12:00:00 AM,05/21/2020 12:00:00 AM,1330,Harbor,1,330,BURGLARY FROM VEHICLE,57,F,103,ALLEY,Invest Cont,33.7798,-118.2656
200115928,08-05-2020 00:00,08-05-2020 00:00,1230,Central,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",32,F,122,"VEHICLE, PASSENGER/TRUCK",Invest Cont,34.0463,-118.2467
200611658,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,628,Hollywood,1,761,BRANDISH WEAPON,59,F,101,STREET,Invest Cont,34.098,-118.3645
200205356,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1545,Rampart,1,480,BIKE - STOLEN,99,M,801,MTA BUS,Invest Cont,34.057,-118.2779
200100612,02/19/2020 12:00:00 AM,02/19/2020 12:00:00 AM,2110,Central,2,662,"BUNCO, GRAND THEFT",26,M,156,VALET,Invest Cont,34.0454,-118.2657
200401034,09-08-2020 00:00,09-08-2020 00:00,700,Hollenbeck,1,310,BURGLARY,0,M,203,OTHER BUSINESS,Invest Cont,34.0244,-118.1934
200908452,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,2123,Van Nuys,2,624,BATTERY - SIMPLE ASSAULT,31,M,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Adult Arrest,34.1721,-118.4553
201207405,02/18/2020 12:00:00 AM,02/18/2020 12:00:00 AM,945,77th Street,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,101,STREET,Invest Cont,33.9633,-118.2783
200315653,08-12-2020 00:00,08-10-2020 00:00,1600,Southwest,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,34.0274,-118.3151
200915186,09/27/2020 12:00:00 AM,09/26/2020 12:00:00 AM,1930,Van Nuys,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),41,F,123,PARKING UNDERGROUND/BUILDING,Invest Cont,34.1867,-118.4582
200609594,04/22/2020 12:00:00 AM,04-08-2020 00:00,700,Hollywood,2,354,THEFT OF IDENTITY,41,M,750,CYBERSPACE,Invest Cont,34.0998,-118.3324
200113263,06-11-2020 00:00,06-11-2020 00:00,1200,Central,1,210,ROBBERY,63,M,102,SIDEWALK,Invest Cont,34.0371,-118.2551
200614366,08/23/2020 12:00:00 AM,08/23/2020 12:00:00 AM,920,Hollywood,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",48,M,101,STREET,Invest Cont,34.1016,-118.3333
200508664,04/24/2020 12:00:00 AM,04/24/2020 12:00:00 AM,800,Harbor,1,761,BRANDISH WEAPON,49,M,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Adult Other,33.8365,-118.3092
200216132,10/13/2020 12:00:00 AM,10/13/2020 12:00:00 AM,2000,Rampart,2,624,BATTERY - SIMPLE ASSAULT,51,F,102,SIDEWALK,Adult Other,34.0824,-118.2768
201215480,06/27/2020 12:00:00 AM,06/27/2020 12:00:00 AM,1115,77th Street,2,625,OTHER ASSAULT,65,F,501,SINGLE FAMILY DWELLING,Adult Other,33.9681,-118.333
200316094,08/21/2020 12:00:00 AM,08/21/2020 12:00:00 AM,330,Southwest,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",47,F,122,"VEHICLE, PASSENGER/TRUCK",Adult Arrest,34.0183,-118.3089
200315220,08-04-2020 00:00,08-01-2020 00:00,2000,Southwest,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,34.0294,-118.3639
200317915,09/26/2020 12:00:00 AM,09/26/2020 12:00:00 AM,1420,Southwest,2,624,BATTERY - SIMPLE ASSAULT,34,F,210,RESTAURANT/FAST FOOD,Invest Cont,34.0278,-118.3378
200812103,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,110,West LA,1,210,ROBBERY,39,M,101,STREET,Invest Cont,34.0515,-118.418
200911420,06/22/2020 12:00:00 AM,04-03-2020 00:00,1,Van Nuys,2,649,DOCUMENT FORGERY / STOLEN FELONY,56,M,501,SINGLE FAMILY DWELLING,Invest Cont,34.2012,-118.4335
200804371,01-08-2020 00:00,01-05-2020 00:00,800,West LA,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",77,M,203,OTHER BUSINESS,Invest Cont,34.0495,-118.4481
201111795,07/24/2020 12:00:00 AM,07/24/2020 12:00:00 AM,915,Northeast,2,625,OTHER ASSAULT,69,M,109,PARK/PLAYGROUND,Invest Cont,34.1081,-118.3079
200210233,05/15/2020 12:00:00 AM,05/15/2020 12:00:00 AM,2100,Rampart,1,330,BURGLARY FROM VEHICLE,29,F,101,STREET,Invest Cont,34.0621,-118.2747
200708114,04-08-2020 00:00,04-08-2020 00:00,1845,Wilshire,1,310,BURGLARY,0,F,242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",Adult Arrest,34.0761,-118.3731
200413565,10-07-2020 00:00,10-07-2020 00:00,1300,Hollenbeck,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,101,STREET,Invest Cont,34.0572,-118.1942
201206824,02-10-2020 00:00,02-10-2020 00:00,445,77th Street,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,37,F,501,SINGLE FAMILY DWELLING,Invest Cont,33.991,-118.2958
201105065,01/24/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1530,Northeast,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",56,M,101,STREET,Invest Cont,34.1048,-118.2043
201004415,01-11-2020 00:00,01-10-2020 00:00,2230,West Valley,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),52,M,101,STREET,Invest Cont,34.2048,-118.5273
200817301,12-07-2020 00:00,12-07-2020 00:00,1530,West LA,1,320,"BURGLARY, ATTEMPTED",54,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.031,-118.3989
201224761,11/18/2020 12:00:00 AM,11/18/2020 12:00:00 AM,1940,77th Street,2,753,DISCHARGE FIREARMS/SHOTS FIRED,0,X,101,STREET,Invest Cont,33.9982,-118.3086
200705874,02-09-2020 00:00,02-05-2020 00:00,1700,Wilshire,1,310,BURGLARY,76,M,501,SINGLE FAMILY DWELLING,Invest Cont,34.0478,-118.3686
200617967,11/13/2020 12:00:00 AM,11-12-2020 00:00,1230,Hollywood,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,203,OTHER BUSINESS,Invest Cont,34.0865,-118.3169
201112838,08/24/2020 12:00:00 AM,08/24/2020 12:00:00 AM,800,Northeast,2,624,BATTERY - SIMPLE ASSAULT,41,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0934,-118.2961
200512288,07/26/2020 12:00:00 AM,07/26/2020 12:00:00 AM,400,Harbor,1,330,BURGLARY FROM VEHICLE,21,M,104,DRIVEWAY,Invest Cont,33.7867,-118.2705
200312831,06/17/2020 12:00:00 AM,06/15/2020 12:00:00 AM,1700,Southwest,1,330,BURGLARY FROM VEHICLE,33,F,707,GARAGE/CARPORT,Invest Cont,34.0129,-118.3513
200218879,12/22/2020 12:00:00 AM,12/20/2020 12:00:00 AM,700,Rampart,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,32,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.063,-118.2754
200808920,04/30/2020 12:00:00 AM,04/30/2020 12:00:00 AM,1040,West LA,1,210,ROBBERY,0,X,203,OTHER BUSINESS,Invest Cont,34.0623,-118.4434
200121312,11/20/2020 12:00:00 AM,11/20/2020 12:00:00 AM,100,Central,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",24,F,122,"VEHICLE, PASSENGER/TRUCK",Invest Cont,34.0462,-118.2585
200410794,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,1100,Hollenbeck,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),46,M,101,STREET,Invest Cont,34.0479,-118.2103
200306510,02-11-2020 00:00,02-11-2020 00:00,2120,Southwest,2,624,BATTERY - SIMPLE ASSAULT,43,M,518,TRANSITIONAL HOUSING/HALFWAY HOUSE,Invest Cont,34.0073,-118.2894
201307641,03-05-2020 00:00,03-05-2020 00:00,1200,Newton,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,34.0171,-118.2736
200111785,05/16/2020 12:00:00 AM,05/16/2020 12:00:00 AM,1150,Central,2,624,BATTERY - SIMPLE ASSAULT,2,M,102,SIDEWALK,Invest Cont,34.0467,-118.2485
201222324,10-10-2020 00:00,10-09-2020 00:00,2200,77th Street,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,33.948,-118.309
201110029,06-03-2020 00:00,05/30/2020 12:00:00 AM,1710,Northeast,1,480,BIKE - STOLEN,27,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.0931,-118.2994
200704537,01-11-2020 00:00,01-06-2020 00:00,1845,Wilshire,2,624,BATTERY - SIMPLE ASSAULT,63,F,203,OTHER BUSINESS,Invest Cont,34.0708,-118.3563
201223034,10/21/2020 12:00:00 AM,10-08-2020 00:00,1200,77th Street,2,888,TRESPASSING,0,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,33.96,-118.2986
201107834,03/28/2020 12:00:00 AM,03/27/2020 12:00:00 AM,2130,Northeast,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,402,MARKET,Invest Cont,34.1225,-118.1818
200410168,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,10,Hollenbeck,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),32,F,101,STREET,Invest Cont,34.0365,-118.2144
200114908,07/16/2020 12:00:00 AM,07/15/2020 12:00:00 AM,2045,Central,2,354,THEFT OF IDENTITY,28,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.0671,-118.2483
200712242,07/31/2020 12:00:00 AM,07/31/2020 12:00:00 AM,5,Wilshire,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,34.0385,-118.3485
200817762,12/20/2020 12:00:00 AM,12/19/2020 12:00:00 AM,1430,West LA,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),49,F,101,STREET,Invest Cont,34.0379,-118.4453
200308567,03/14/2020 12:00:00 AM,03/14/2020 12:00:00 AM,2250,Southwest,2,624,BATTERY - SIMPLE ASSAULT,28,F,222,LAUNDROMAT,Invest Cont,34.0146,-118.313
200119622,10/17/2020 12:00:00 AM,09-07-2020 00:00,1200,Central,1,330,BURGLARY FROM VEHICLE,23,M,707,GARAGE/CARPORT,Invest Cont,34.0438,-118.2634
200211437,06/14/2020 12:00:00 AM,06-03-2020 00:00,1,Rampart,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0,M,101,STREET,Invest Cont,34.0535,-118.2609
200415682,12-06-2020 00:00,12-06-2020 00:00,2130,Hollenbeck,2,900,VIOLATION OF COURT ORDER,67,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.0918,-118.1887
200904935,01/23/2020 12:00:00 AM,01/18/2020 12:00:00 AM,1450,Van Nuys,1,440,THEFT PLAIN - PETTY ($950 & UNDER),30,F,119,"PORCH, RESIDENTIAL",Invest Cont,34.2012,-118.4618
200518024,12/20/2020 12:00:00 AM,12/20/2020 12:00:00 AM,1630,Harbor,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,33,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Adult Arrest,33.783,-118.261
201209427,03/19/2020 12:00:00 AM,03/18/2020 12:00:00 AM,1300,77th Street,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),26,F,122,"VEHICLE, PASSENGER/TRUCK",Invest Cont,33.9988,-118.2842
200411004,07/21/2020 12:00:00 AM,07/18/2020 12:00:00 AM,1900,Hollenbeck,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56,M,101,STREET,Invest Cont,34.0609,-118.2052
200913246,08-08-2020 00:00,08-07-2020 00:00,1900,Van Nuys,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,M,108,PARKING LOT,Adult Arrest,34.2012,-118.4487
200705401,01/30/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1800,Wilshire,1,440,THEFT PLAIN - PETTY ($950 & UNDER),22,M,101,STREET,Invest Cont,34.0375,-118.335
201214563,06-12-2020 00:00,06-12-2020 00:00,800,77th Street,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,402,MARKET,Invest Cont,33.964,-118.2739
200213814,08/17/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1900,Rampart,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",85,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Adult Arrest,34.0531,-118.2738
200100882,07-07-2020 00:00,07-07-2020 00:00,2020,Central,1,330,BURGLARY FROM VEHICLE,0,X,203,OTHER BUSINESS,Adult Arrest,34.0419,-118.2523
201009466,05/28/2020 12:00:00 AM,05-01-2020 00:00,1200,West Valley,2,649,DOCUMENT FORGERY / STOLEN FELONY,33,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.1723,-118.5185
200614849,09-02-2020 00:00,09-02-2020 00:00,2000,Hollywood,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,F,101,STREET,Invest Cont,34.0981,-118.3158
200613294,07/31/2020 12:00:00 AM,07/30/2020 12:00:00 AM,1915,Hollywood,1,761,BRANDISH WEAPON,27,M,102,SIDEWALK,Adult Other,34.1016,-118.3333
200210888,06-02-2020 00:00,05/28/2020 12:00:00 AM,900,Rampart,2,664,"BUNCO, PETTY THEFT",28,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0576,-118.2644
200122480,12/17/2020 12:00:00 AM,12/17/2020 12:00:00 AM,1815,Central,1,330,BURGLARY FROM VEHICLE,23,M,108,PARKING LOT,Invest Cont,34.0419,-118.2564
200811623,07-08-2020 00:00,07-07-2020 00:00,2000,West LA,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,34.0364,-118.5254
200120187,10/28/2020 12:00:00 AM,10/27/2020 12:00:00 AM,1700,Central,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",67,M,102,SIDEWALK,Invest Cont,34.0473,-118.2566
200911999,07-05-2020 00:00,07-04-2020 00:00,2330,Van Nuys,2,900,VIOLATION OF COURT ORDER,57,M,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.1976,-118.4378
200211831,06/26/2020 12:00:00 AM,06/26/2020 12:00:00 AM,1800,Rampart,2,624,BATTERY - SIMPLE ASSAULT,54,M,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Adult Other,34.0492,-118.2702
201112727,08/21/2020 12:00:00 AM,08/21/2020 12:00:00 AM,50,Northeast,2,900,VIOLATION OF COURT ORDER,77,F,501,SINGLE FAMILY DWELLING,Adult Other,34.0864,-118.2155
201105588,02-06-2020 00:00,02-05-2020 00:00,1500,Northeast,1,310,BURGLARY,77,M,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0911,-118.2619
200711696,07/14/2020 12:00:00 AM,07/14/2020 12:00:00 AM,1235,Wilshire,2,624,BATTERY - SIMPLE ASSAULT,44,M,102,SIDEWALK,Invest Cont,34.0889,-118.3462
200518007,12/20/2020 12:00:00 AM,12/19/2020 12:00:00 AM,2200,Harbor,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,33.7361,-118.3039
200411203,07/27/2020 12:00:00 AM,07/26/2020 12:00:00 AM,2355,Hollenbeck,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,34.0264,-118.2171
200808108,04-06-2020 00:00,04-06-2020 00:00,1,West LA,1,480,BIKE - STOLEN,35,M,101,STREET,Invest Cont,34.0481,-118.4421
200109311,03/17/2020 12:00:00 AM,03/17/2020 12:00:00 AM,445,Central,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0617,-118.2469
201011299,07/23/2020 12:00:00 AM,07/23/2020 12:00:00 AM,930,West Valley,2,900,VIOLATION OF COURT ORDER,70,F,501,SINGLE FAMILY DWELLING,Adult Other,34.1776,-118.5541
